Page: 1 of 25||||||||2020-03-03 23:26:13

||City and County of San Francisco␤March 3, 2020, Presidential Primary Election␤Preliminary Statement of the Vote - 4

Precinct|Registered␤Voters||Cards Cast||Voters Cast|% Turnout
Vote by Mail|788||231||124|0.157360406091371
Election Day|788||78||43|0.0545685279187817
Total|788||309||167|0.211928934010152
Pct 7612
Vote by Mail|557||165||94|0.168761220825853
Election Day|557||57||29|0.052064631956912
Total|557||222||123|0.220825852782765
Pct 7613
Vote by Mail|883||189||100|0.113250283125708
Election Day|883||172||91|0.103057757644394
Total|883||361||191|0.216308040770102
Pct 7614
Vote by Mail|916||212||109|0.118995633187773
Election Day|916||154||78|0.0851528384279476
Total|916||366||187|0.204148471615721
Pct 7615
Vote by Mail|750||133||73|0.0973333333333333
Election Day|750||116||58|0.0773333333333333
Total|750||249||131|0.174666666666667
Pct 7616
Vote by Mail|836||143||77|0.0921052631578947
Election Day|836||172||87|0.104066985645933
Total|836||315||164|0.196172248803828
Pct 7617
Vote by Mail|752||196||112|0.148936170212766
Election Day|752||81||42|0.0558510638297872
Total|752||277||154|0.204787234042553
Pct 7618
Vote by Mail|914||251||134|0.146608315098468
Election Day|914||166||83|0.0908096280087527
Total|914||417||217|0.237417943107221
Pct 7619
Vote by Mail|1107||295||158|0.142728093947606
Election Day|1107||234||117|0.105691056910569
Total|1107||529||275|0.248419150858175
Pct 7621
Vote by Mail|1155||336||178|0.154112554112554
Election Day|1155||205||103|0.0891774891774892
Total|1155||541||281|0.243290043290043
Pct 7622
Vote by Mail|960||190||100|0.104166666666667
Election Day|960||148||75|0.078125
Total|960||338||175|0.182291666666667
Pct 7623
Vote by Mail|1004||190||100|0.099601593625498
Election Day|1004||194||98|0.097609561752988
Total|1004||384||198|0.197211155378486
Pct 7624
Vote by Mail|875||226||120|0.137142857142857
Election Day|875||144||73|0.0834285714285714
Total|875||370||193|0.220571428571429
Pct 7625
Vote by Mail|822||454||264|0.321167883211679
Election Day|822||66||34|0.0413625304136253
Total|822||520||298|0.362530413625304
Pct 7626
Vote by Mail|1073||300||158|0.147250698974837
Election Day|1073||209||105|0.097856477166822
Total|1073||509||263|0.245107176141659
Pct 7627
Vote by Mail|524||149||79|0.150763358778626
Election Day|524||113||56|0.106870229007634
Total|524||262||135|0.25763358778626
Pct 7628
Vote by Mail|938||220||117|0.124733475479744
Election Day|938||218||110|0.11727078891258
Total|938||438||227|0.242004264392324
Pct 7629
Vote by Mail|853||193||102|0.11957796014068
Election Day|853||171||86|0.100820633059789
Total|853||364||188|0.220398593200469
Pct 7631
Vote by Mail|1219||306||164|0.13453650533224
Election Day|1219||220||111|0.0910582444626743
Total|1219||526||275|0.225594749794914
Pct 7632
Vote by Mail|1171||299||154|0.131511528608027
Election Day|1171||256||128|0.10930828351836
Total|1171||555||282|0.240819812126388
Pct 7633
Vote by Mail|735||225||133|0.180952380952381
Election Day|735||192||96|0.130612244897959
Total|735||417||229|0.31156462585034
Pct 7634
Vote by Mail|890||304||161|0.180898876404494
Election Day|890||196||101|0.113483146067416
Total|890||500||262|0.29438202247191
Pct 7635
Vote by Mail|853||201||102|0.11957796014068
Election Day|853||123||62|0.0726846424384525
Total|853||324||164|0.192262602579132
Pct 7636
Vote by Mail|959||240||129|0.13451511991658
Election Day|959||213||107|0.111574556830031
Total|959||453||236|0.246089676746611
Pct 7637
Vote by Mail|868||272||142|0.163594470046083
Election Day|868||195||98|0.112903225806452
Total|868||467||240|0.276497695852535
Pct 7638
Vote by Mail|889||292||156|0.175478065241845
Election Day|889||176||89|0.100112485939258
Total|889||468||245|0.275590551181102
Pct 7639
Vote by Mail|1022||264||138|0.135029354207436
Election Day|1022||261||132|0.129158512720157
Total|1022||525||270|0.264187866927593
Pct 7641
Vote by Mail|951||343||182|0.191377497371188
Election Day|951||184||92|0.0967402733964248
Total|951||527||274|0.288117770767613
Pct 7642
Vote by Mail|765||175||91|0.118954248366013
Election Day|765||155||79|0.103267973856209
Total|765||330||170|0.222222222222222
Pct 7643
Vote by Mail|941||311||178|0.189160467587673
Election Day|941||207||105|0.111583421891605
Total|941||518||283|0.300743889479277
Pct 7644
Vote by Mail|1176||264||141|0.119897959183673
Election Day|1176||282||142|0.120748299319728
Total|1176||546||283|0.240646258503401
Pct 7645
Vote by Mail|656||230||127|0.19359756097561
Election Day|656||112||56|0.0853658536585366
Total|656||342||183|0.278963414634146
Pct 7646
Vote by Mail|1153||288||158|0.137033824804857
Election Day|1153||266||136|0.117953165654814
Total|1153||554||294|0.25498699045967
Pct 7647
Vote by Mail|987||163||88|0.0891590678824721
Election Day|987||160||83|0.0840932117527862
Total|987||323||171|0.173252279635258
Pct 7648 MB
Vote by Mail|2||0||0|0
Election Day|2||0||0|0
Total|2||0||0|0
Pct 7649
Vote by Mail|900||234||129|0.143333333333333
Election Day|900||156||78|0.0866666666666667
Total|900||390||207|0.23
Pct 7651
Vote by Mail|947||234||123|0.129883843717001
Election Day|947||145||73|0.0770855332629356
Total|947||379||196|0.206969376979937
Pct 7652
Vote by Mail|635||143||78|0.122834645669291
Election Day|635||172||86|0.135433070866142
Total|635||315||164|0.258267716535433
Pct 7653
Vote by Mail|839||208||107|0.127532777115614
Election Day|839||158||79|0.0941597139451728
Total|839||366||186|0.221692491060787
Pct 7654
Vote by Mail|466||127||66|0.141630901287554
Election Day|466||166||83|0.178111587982833
Total|466||293||149|0.319742489270386
Pct 7655
Vote by Mail|679||175||92|0.135493372606775
Election Day|679||115||59|0.0868924889543446
Total|679||290||151|0.222385861561119
Pct 7656
Vote by Mail|638||244||130|0.203761755485893
Election Day|638||80||40|0.0626959247648903
Total|638||324||170|0.266457680250784
Pct 7657
Vote by Mail|598||141||75|0.125418060200669
Election Day|598||122||61|0.102006688963211
Total|598||263||136|0.22742474916388
Pct 7701
Vote by Mail|1064||367||191|0.179511278195489
Election Day|1064||345||173|0.162593984962406
Total|1064||712||364|0.342105263157895
Pct 7702
Vote by Mail|756||238||124|0.164021164021164
Election Day|756||204||103|0.136243386243386
Total|756||442||227|0.30026455026455
Pct 7703 MB
Vote by Mail|174||80||43|0.247126436781609
Election Day|174||0||0|0
Total|174||80||43|0.247126436781609
Pct 7704
Vote by Mail|1002||356||185|0.184630738522954
Election Day|1002||343||173|0.172654690618762
Total|1002||699||358|0.357285429141717
Pct 7705
Vote by Mail|595||225||117|0.196638655462185
Election Day|595||219||110|0.184873949579832
Total|595||444||227|0.381512605042017
Pct 7706
Vote by Mail|866||334||177|0.204387990762125
Election Day|866||320||162|0.187066974595843
Total|866||654||339|0.391454965357968
Pct 7707
Vote by Mail|872||284||148|0.169724770642202
Election Day|872||356||179|0.205275229357798
Total|872||640||327|0.375
Pct 7708
Vote by Mail|875||349||182|0.208
Election Day|875||303||152|0.173714285714286
Total|875||652||334|0.381714285714286
Pct 7709
Vote by Mail|406||131||67|0.165024630541872
Election Day|406||182||92|0.226600985221675
Total|406||313||159|0.391625615763547
Pct 7711
Vote by Mail|811||234||127|0.156596794081381
Election Day|811||251||126|0.155363748458693
Total|811||485||253|0.311960542540074
Pct 7712
Vote by Mail|532||150||79|0.148496240601504
Election Day|532||208||106|0.199248120300752
Total|532||358||185|0.347744360902256
Pct 7801
Vote by Mail|974||312||162|0.166324435318275
Election Day|974||380||190|0.195071868583162
Total|974||692||352|0.361396303901437
Pct 7802
Vote by Mail|798||297||154|0.192982456140351
Election Day|798||312||157|0.196741854636591
Total|798||609||311|0.389724310776942
Pct 7803
Vote by Mail|831||319||165|0.1985559566787
Election Day|831||256||128|0.154031287605295
Total|831||575||293|0.352587244283995
Pct 7804
Vote by Mail|885||287||148|0.167231638418079
Election Day|885||360||180|0.203389830508475
Total|885||647||328|0.370621468926554
Pct 7805
Vote by Mail|800||280||142|0.1775
Election Day|800||309||155|0.19375
Total|800||589||297|0.37125
Pct 7806
Vote by Mail|755||192||98|0.129801324503311
Election Day|755||304||152|0.201324503311258
Total|755||496||250|0.33112582781457
Pct 7807
Vote by Mail|827||267||139|0.16807738814994
Election Day|827||346||174|0.210399032648126
Total|827||613||313|0.378476420798065
Pct 7808
Vote by Mail|654||179||90|0.137614678899083
Election Day|654||258||129|0.197247706422018
Total|654||437||219|0.334862385321101
Pct 7809
Vote by Mail|764||254||132|0.172774869109948
Election Day|764||269||135|0.176701570680628
Total|764||523||267|0.349476439790576
Pct 7811
Vote by Mail|758||178||93|0.122691292875989
Election Day|758||311||156|0.205804749340369
Total|758||489||249|0.328496042216359
Pct 7812
Vote by Mail|897||280||147|0.163879598662207
Election Day|897||325||163|0.181716833890747
Total|897||605||310|0.345596432552954
Pct 7813
Vote by Mail|1068||336||171|0.160112359550562
Election Day|1068||428||214|0.200374531835206
Total|1068||764||385|0.360486891385768
Pct 7814
Vote by Mail|901||182||100|0.110987791342952
Election Day|901||235||118|0.130965593784684
Total|901||417||218|0.241953385127636
Pct 7815
Vote by Mail|917||325||167|0.182115594329335
Election Day|917||352||176|0.191930207197383
Total|917||677||343|0.374045801526718
Pct 7816
Vote by Mail|872||321||163|0.186926605504587
Election Day|872||299||150|0.172018348623853
Total|872||620||313|0.35894495412844
Pct 7817
Vote by Mail|838||290||150|0.178997613365155
Election Day|838||361||182|0.217183770883055
Total|838||651||332|0.39618138424821
Pct 7818
Vote by Mail|839||240||124|0.147794994040524
Election Day|839||297||149|0.177592371871275
Total|839||537||273|0.3253873659118
Pct 7819
Vote by Mail|774||230||121|0.156330749354005
Election Day|774||177||89|0.114987080103359
Total|774||407||210|0.271317829457364
Pct 7821
Vote by Mail|976||304||155|0.158811475409836
Election Day|976||378||189|0.193647540983607
Total|976||682||344|0.352459016393443
Pct 7822
Vote by Mail|892||273||140|0.15695067264574
Election Day|892||443||222|0.248878923766816
Total|892||716||362|0.405829596412556
Pct 7823
Vote by Mail|883||308||158|0.178935447338618
Election Day|883||376||188|0.212910532276331
Total|883||684||346|0.391845979614949
Pct 7824
Vote by Mail|768||195||103|0.134114583333333
Election Day|768||318||160|0.208333333333333
Total|768||513||263|0.342447916666667
Pct 7825
Vote by Mail|608||161||83|0.136513157894737
Election Day|608||258||130|0.213815789473684
Total|608||419||213|0.350328947368421
Pct 7826
Vote by Mail|690||158||82|0.118840579710145
Election Day|690||324||162|0.234782608695652
Total|690||482||244|0.353623188405797
Pct 7827
Vote by Mail|826||155||81|0.0980629539951574
Election Day|826||291||146|0.176755447941889
Total|826||446||227|0.274818401937046
Pct 7828
Vote by Mail|1028||346||180|0.175097276264591
Election Day|1028||352||177|0.172178988326848
Total|1028||698||357|0.34727626459144
Pct 7829
Vote by Mail|891||292||150|0.168350168350168
Election Day|891||302||152|0.170594837261504
Total|891||594||302|0.338945005611672
Pct 7831
Vote by Mail|902||344||174|0.19290465631929
Election Day|902||274||137|0.151884700665188
Total|902||618||311|0.344789356984479
Pct 7832
Vote by Mail|781||298||156|0.199743918053777
Election Day|781||252||127|0.162612035851472
Total|781||550||283|0.36235595390525
Pct 7833
Vote by Mail|733||200||102|0.139154160982265
Election Day|733||290||145|0.197817189631651
Total|733||490||247|0.336971350613915
Pct 7834
Vote by Mail|894||208||108|0.120805369127517
Election Day|894||350||175|0.195749440715884
Total|894||558||283|0.3165548098434
Pct 7835
Vote by Mail|863||299||158|0.183082271147161
Election Day|863||294||147|0.170336037079954
Total|863||593||305|0.353418308227115
Pct 7836
Vote by Mail|1043||405||209|0.200383509108341
Election Day|1043||336||170|0.162991371045062
Total|1043||741||379|0.363374880153404
Pct 7837
Vote by Mail|923||273||140|0.151679306608884
Election Day|923||395||198|0.214517876489707
Total|923||668||338|0.366197183098592
Pct 7838
Vote by Mail|895||342||174|0.194413407821229
Election Day|895||310||155|0.173184357541899
Total|895||652||329|0.367597765363128
Pct 7839
Vote by Mail|861||299||155|0.180023228803717
Election Day|861||271||136|0.157955865272938
Total|861||570||291|0.337979094076655
Pct 7841
Vote by Mail|950||268||137|0.144210526315789
Election Day|950||412||207|0.217894736842105
Total|950||680||344|0.362105263157895
Pct 7842
Vote by Mail|879||221||114|0.129692832764505
Election Day|879||307||154|0.175199089874858
Total|879||528||268|0.304891922639363
Pct 7843
Vote by Mail|729||174||88|0.120713305898491
Election Day|729||324||163|0.223593964334705
Total|729||498||251|0.344307270233196
Pct 7844
Vote by Mail|651||161||84|0.129032258064516
Election Day|651||273||137|0.210445468509985
Total|651||434||221|0.339477726574501
Pct 7845
Vote by Mail|880||252||128|0.145454545454545
Election Day|880||354||177|0.201136363636364
Total|880||606||305|0.346590909090909
Pct 7846
Vote by Mail|908||282||147|0.161894273127753
Election Day|908||332||166|0.182819383259912
Total|908||614||313|0.344713656387665
Pct 7847
Vote by Mail|891||274||141|0.158249158249158
Election Day|891||360||182|0.204264870931538
Total|891||634||323|0.362514029180696
Pct 7848
Vote by Mail|847||256||131|0.154663518299882
Election Day|847||333||168|0.198347107438017
Total|847||589||299|0.353010625737898
Pct 7849
Vote by Mail|901||273||141|0.156492785793563
Election Day|901||373||187|0.207547169811321
Total|901||646||328|0.364039955604883
Pct 7851
Vote by Mail|526||219||113|0.214828897338403
Election Day|526||168||84|0.159695817490494
Total|526||387||197|0.374524714828897
Pct 7852
Vote by Mail|644||272||139|0.21583850931677
Election Day|644||204||103|0.159937888198758
Total|644||476||242|0.375776397515528
Pct 7853
Vote by Mail|855||266||135|0.157894736842105
Election Day|855||273||137|0.160233918128655
Total|855||539||272|0.31812865497076
Pct 7854
Vote by Mail|878||272||138|0.157175398633257
Election Day|878||343||172|0.195899772209567
Total|878||615||310|0.353075170842825
Pct 7855
Vote by Mail|974||295||150|0.154004106776181
Election Day|974||404||202|0.207392197125257
Total|974||699||352|0.361396303901437
Pct 7856
Vote by Mail|847||204||107|0.126328217237308
Election Day|847||384||193|0.227863046044864
Total|847||588||300|0.354191263282172
Pct 7857
Vote by Mail|906||278||145|0.160044150110375
Election Day|906||306||153|0.16887417218543
Total|906||584||298|0.328918322295806
Pct 7858
Vote by Mail|779||237||121|0.155327342747112
Election Day|779||293||147|0.188703465982028
Total|779||530||268|0.34403080872914
Pct 7859
Vote by Mail|899||286||152|0.169076751946607
Election Day|899||330||165|0.183537263626251
Total|899||616||317|0.352614015572859
Pct 7861
Vote by Mail|863||276||144|0.166859791425261
Election Day|863||340||171|0.198146002317497
Total|863||616||315|0.365005793742758
Pct 7862
Vote by Mail|864||278||141|0.163194444444444
Election Day|864||393||197|0.228009259259259
Total|864||671||338|0.391203703703704
Pct 7863
Vote by Mail|901||197||104|0.11542730299667
Election Day|901||408||205|0.227524972253052
Total|901||605||309|0.342952275249723
Pct 7864
Vote by Mail|814||221||114|0.14004914004914
Election Day|814||312||157|0.192874692874693
Total|814||533||271|0.332923832923833
Pct 7865
Vote by Mail|840||258||134|0.15952380952381
Election Day|840||312||157|0.186904761904762
Total|840||570||291|0.346428571428571
Pct 7866
Vote by Mail|848||331||173|0.204009433962264
Election Day|848||282||142|0.167452830188679
Total|848||613||315|0.371462264150943
Pct 7867
Vote by Mail|978||353||180|0.184049079754601
Election Day|978||361||181|0.185071574642127
Total|978||714||361|0.369120654396728
Pct 7868
Vote by Mail|876||302||155|0.176940639269406
Election Day|876||320||161|0.1837899543379
Total|876||622||316|0.360730593607306
Pct 7869
Vote by Mail|861||303||157|0.182346109175377
Election Day|861||374||189|0.219512195121951
Total|861||677||346|0.401858304297329
Pct 7871
Vote by Mail|902||297||153|0.169623059866962
Election Day|902||315||158|0.175166297117517
Total|902||612||311|0.344789356984479
Pct 7872
Vote by Mail|874||292||149|0.170480549199085
Election Day|874||367||187|0.21395881006865
Total|874||659||336|0.384439359267735
Pct 7873
Vote by Mail|891||265||134|0.150392817059484
Election Day|891||424||212|0.237934904601571
Total|891||689||346|0.388327721661055
Pct 7874
Vote by Mail|489||113||58|0.118609406952965
Election Day|489||214||107|0.21881390593047
Total|489||327||165|0.337423312883436
Pct 7875
Vote by Mail|647||162||83|0.128284389489954
Election Day|647||227||114|0.176197836166924
Total|647||389||197|0.304482225656878
